"Albania","Algeria","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahamas","Bangladesh","Belarus","Belgium","Benin","Bolivia","Bosnia_Herzegovina","Botswana","Brazil","Bulgaria","Burkina_Faso","Cambodia","Cameroon","Canada","Cape_Verde","Chile","China","Colombia","Costa_Rica","Denmark","Dominican_Republic","Ecuador","Egypt","Estonia","Ethiopia","Fiji","Finland","France","Georgia","Germany","Ghana","Greece","Guatemala","Guinea","Guyana","Haiti","Honduras","Hong_Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kyrgyzstan","Latvia","Lebanon","Lesotho","Liberia","Lithuania","Macedonia","Malaysia","Maldives","Malta","Mauritania","Mexico","Mongolia","Montenegro","Morocco","Mozambique","Namibia","Nepal","Netherlands","New_Zealand","Nicaragua","Niger","Nigeria","Oman","Pakistan","Panama","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Republic_of_Congo","Republic_of_Korea","Romania","Russia","Rwanda","Sao_Tome_and_Principe","Saudi_Arabia","Senegal","Serbia","Sierra_Leone","Singapore","Slovakia","Slovenia","Solomon_Islands","South_Africa","Spain","Sri_Lanka","Suriname","Sweden","Switzerland","Syrian_Arab_Republic","Taiwan","Tajikistan","Tanzania","Thailand","Tunisia","Turkey","Uganda","Ukraine","United_Arab_Emirates","United_Kingdom","Uruguay","USA","Uzbekistan","Venezuela","Vietnam","Yemen","Zambia","Zimbabwe"
2462.1711056694,3818.3208747631,5681.7918409727,1303.2707816638,130.9436757035,8822.7277160867,2172.8132697006,329.590085074,522.9156472688,345.9189811766,2297.657315256,2748.3934636539,5498.939358344,230.6593748417,6.9420640851,20860.7197358129,5174.4291193393,2102.0802776517,1100.4797425866,3381.3390014254,102958.988437651,1776.8754587502,5004.1801670094,29031.2896556592,50607.156870792,36489.465066378,3183.6994840094,0,4033.8430596068,12848.7838463746,630.9752587256,2671.674228044,0,1116.2010526073,29925.1447115083,996.3536894537,68969.4559935493,3966.3214597135,8761.0445149918,2823.070563849,111.012573792,337.4663740383,24132.0811963117,2851.1340595431,4792.452892037,1800.487881775,973.051860155,22592.8431930623,625.398921458,2919.3723297156,814.4383851159,6770.454067843,4303.495091748,48479.7512339176,1476.582752614,5582.7457096647,2971.9302427552,2992.5123303507,2390.1033608589,425.6766514565,3186.430909808,2380.7714084653,7.0558574587,81.3540040058,2028.4629676436,209.8950555496,2862.3010318704,1231.391753832,2784.6501339704,155.483026,17143.8362376622,560.2014117714,619.7802014845,13069.27465626,1209.2376942339,82.2291881346,211.7945138081,5529.819794383,55.8247512064,2144.716034952,206.64563765,6691.9879137957,3.9063885188,5324.7863784248,53416.01973278,122.9822620597,24840.5395049349,2487.4685603894,10990.5579901998,4511.2247120963,3172.392626365,2292.217286732,2663.1605786202,7461.8293303541,15192.014008034,84.0993570068,12.8986691817,3260.9446641698,1046.5494695966,2548.8847305502,107.1604370199,9385.125078654,1128.3865380012,1199.217031501,0,3491.3581926966,43316.0665746999,1060.598205811,72.45561676,2755.0425901981,3835.3078902421,1772.0729788309,1826.6299393463,1135.6374267984,824.6593900478,6753.794712351,62.1371552084,11491.8474906651,6.4802899708,9473.626574029,10044.3716026673,91150.3304413696,1084.926858246,221207.190107067,1954.9081294324,25532.7986642327,2846.4911287925,731.5457833883,932.8989793146,816.3081146138
59.637246619,1005.6578768199,6534.4055608168,417.44859376,33.3846713339,1081.7283623745,84.707623642,1144.2825928545,26.9520156788,81.371652309,1363.447087565,1.2358985386,275.10970721,0,0,17943.7233927242,1078.2094998408,2.9471557668,0,6.5000181079,6510.3170753701,3.9072908763,73325.5995977682,3329.6205540187,335725.60124868,49969.2633232148,471.28057722,5355.7679712776,0,2989.5145676947,38.578512064,141.459454043,0,294.8435362901,5428.3175502264,85.686186013,4585.5276442653,2339.9829737635,862.006473193,86.3536642011,13.4904351489,24.4026456169,127.6052399475,419.3938233623,384.3265506401,306.4515863874,1016.2820833464,2781.2208686656,31.0659639684,38.321860096,2.5613748198,2689.1487617637,1913.3512060162,11910.6280439901,59.6271519984,1148.8174939375,1525.9968167283,164.046250796,105.5910916462,2.7865106537,947.0600933497,81.193779211,0,10.1800800906,127.746176046,1.235851421,34.9736784759,42.111513904,951.6651341789,5.6589676791,20930.9849319181,1.0746235781,1.0616902029,2919.7953936073,7.3859056135,0,32.209540446,1906.698574176,355.4478252842,810.95124981,8.9062468089,3162.1326638546,0,1832.3847399277,180553.361058922,252.89802672,269475.161195653,110.848197934,803.5300451626,1306.10164732,711.62392978,12.1588502781,878.8746252366,2340.7752572428,1558.1619383308,4.2322135107,0,879.1965419732,1819.461212459,64.619554779,7.8679562112,184.675649478,34.079672647,313.325554287,0,1676.8358953293,175824.441482253,23.3153182,1.4090327505,484.2009182848,1214.3135205849,2263.6242275136,55.7128276552,39.0936533126,38.0231501225,1136.773319576,0,637.0591620014,0,1254.3639113546,1674.4356882266,5812.1600139706,87.667441749,558730.144056522,128.029297051,122521.248237978,96.840241332,1.2630397425,3.5675802197,2.5999680262
7240.149798473,74520.6270718259,2197.1392604382,6100.3045515638,11464.9047083685,150686.893292643,6167.1110562292,175.1967949003,21552.4037485701,5819.0017218958,57729.7124389408,9580.762707902,3898.5476622678,1850.9856791615,375.4205293584,18984.1845625212,17810.9631545303,2088.8105038897,25498.9969966135,7780.5653004493,15433.4589616793,6240.2403773725,1799.3776667107,194772.057486055,5847.8452634049,1565.4032965038,7870.474227572,8085.9111812113,4775.6385206579,0,3992.9372827611,46197.5830118281,1.7294880583,15893.1586548102,294471.507845402,3849.0996891708,598669.942618863,35126.1536407338,171569.796914692,3780.8325165814,2028.0143558202,87.7429181732,7202.4081457124,3572.2430233128,11654.1418267586,18272.929596215,4670.5843181708,283091.589504663,27719.7352783283,42687.5456725725,29319.7483387622,13634.7936790549,52475.4021872506,425321.813872211,1740.5511638596,112790.194456857,277386.411539809,29202.4876892678,50843.8995005271,5300.2806355691,4647.21993397,208562.44223466,137.6810635849,2640.6517860048,7908.0873260598,2050.4013235477,73237.9622373608,5845.6703975945,12296.4275707395,2340.1491542441,7163.4619031605,6888.7623884164,2397.3689367325,125349.812332488,9511.8524060183,765.2397960033,10426.3804232441,161200.225065481,751.5674869655,86.7878086173,2653.1246094079,144034.960387788,431.5605429308,62147.9051848158,616.074299494,76.5404447853,996.3210054305,23994.3747998773,19824.7156345038,26304.180025307,260836.94698232,10014.276355342,11019.5564866409,29743.5566318762,207531.35948876,2072.57383441,240.439568022,956494.065067658,3943.3654697784,9647.1422340772,1419.132293338,28225.055273453,3502.6046061667,3390.4787905309,0,111615.842373711,192108.735492503,4685.5353656902,117.2466933487,9123.6399613827,166424.612239817,132001.557567028,5286.5940181867,11389.9522509329,43662.4612458187,124650.522490231,2110.9352232929,275159.325047354,757.1821133264,39255.188122118,766029.632356309,505411.096165307,1073.355578845,225689.969911654,8731.8206924139,1200.4097543921,15238.4427379803,31446.3268659526,4022.9216119452,3561.65249798
395.7258347814,412.7581567478,79.637593629,605.127801429,0,1386.9044988693,205.783198694,0,41.7434962099,5118.643725643,11603.1530324173,2726.582992541,221.186323384,571.061363279,0,1704.9665497761,1450.2746695654,1724.0252554325,2106.1344433816,1674.617936568,495.1282720722,470.285279226,32.147003962,4605.9020900699,194.9839902593,37.437622457,27158.619008325,174.2208776135,52.189705636,3224.5473367054,0,313.5754697621,0,54.1648325142,8578.7775336125,336.0038568442,77994.8632627906,170.7839673979,11259.8159296662,109.20093377,57.75683297,0,394.1299811941,167.7670209933,295.8938086236,404.8892676695,204.9973329234,8699.7035309867,447.5785817197,400.7897359429,566.9825366716,2543.268785943,1226.2312263472,11017.6169400966,289.00871246,298.7559748345,396.770373178,767.7871235176,1682.1298492959,655.506381015,38619.2276906,575.1850436979,0,61.6998434907,19533.7088744931,53.786088636,474.3400363958,60.332165397,663.6031357603,26.678594138,329.7259582669,1841.3851378577,195.3503061797,3011.7088492499,663.0512183465,7.6446832089,12.151739469,12014.9209231112,0,1.7990786132,32.458857356,1767.2771459437,0,873.5213933203,19.328409644,1.2713504276,27.6686113252,157.6635790785,1614.145628095,431.6840330306,259.711980784,1849.716037565,241.8628542169,1421.9252633692,30445.1957437142,50.7713299,0,401.9966472416,187.106476948,480.6456085582,4.0882089364,1100.563329769,188.696074231,162.8317517111,0,159.9361052368,5108.7577153452,50.18998921,5.9811760214,24129.5959476684,618.407419221,620.839396937,94.0601145243,804.425667563,518.5182343412,1567.940977832,0,2478.8723691219,2.2204577133,16388.6004718378,963.963239634,55972.6513753627,13.078633685,1358.1845649944,437.6798898706,40.1328929632,269.6625316301,217.1354462736,1353.7214927036,862.095400011
1380.4264229127,4461.6265668201,803.6621703348,760.2135519023,724.1909814434,3308.4928392982,1682.2536860344,2.5331916604,5020.6862394843,1877.9357790329,485.5289189124,1404.171947165,906.58270724,1407.339551577,326.96271667,5544.2492338174,3427.152621066,2025.306286599,21328.7877484231,30557.651449388,1154.9555058614,1635.7155777437,397.3967323565,34603.4048947936,911.1025383172,189.489730099,535.8191972688,2456.1560805445,216.123011031,46904.7667705538,480.7416325283,0,0,233.6691600158,44603.7160691333,1706.836598683,32778.1820319607,37416.580455897,3689.6599572762,409.58808004,888.3684910691,4.0679290809,946.0329389629,141.2483606479,1921.9762547848,1068.0004405033,124.1104025848,261133.701735537,7931.3721522881,21942.6784924641,2928.7833628162,524.6793159954,34071.223139754,56933.6044463971,122.92737731,2010.6778792787,60895.821810223,5319.5733672764,184323.114417778,10898.450893832,1283.387680515,47304.834481474,72.996097821,735.73558665,1430.5763252236,230.84494038,8243.8818869035,901.4258042282,1419.1722064,366.15706787,817.4007054767,296.98079389,1629.4493951764,5473.5087494957,9293.923117302,177.673668755,2661.5562174256,862.287045435,96.3774372163,12.730464497,729.5631953503,115799.303671135,121.85740765,8369.7527048995,25.243388747,18.0801930124,16.041699813,3579.5609391007,3803.7565609188,1211.7290095937,3703.988338961,68762.5152760164,1382.979642553,4303.084332966,15018.4688465176,1730.1306121901,87.347905862,71289.6950843505,876.9701567634,2124.1589737103,454.86703806,11284.9801982,729.2062551863,435.8376425659,0,49826.6696633943,4466.9694292318,1841.2957750331,3.6997061956,917.2742288455,1162.4476454869,5119.0076858902,1269.676082113,1371.10195885,66925.6962426762,107771.725288298,74.8908667046,65439.7357233113,598.7846973019,29887.8495186281,65983.4809031002,8114.9596317193,65.185739801,2211.3736156379,4305.1500586566,383.3957092534,3570.3288894358,3436.140210565,3237.467010133,18377.59645021
0,0,1.0006982401,0,228.818753197,0,0,0,1.7337653782,0,0,0,0,0,0,0,0,0,9.7939216944,0,0,0,1.7905157883,127.5749695441,0,2.9883598229,0,0,0,1.9439811096,0,0,0,0,0,0,0,0,0,1.8925076896,0,0,0,0,58.103761413,0,0,15.6546886618,5.0592250048,1.122739162,0,0,5.4782507282,0,0,1.3849125307,0,6.0429742243,0,0,0,0,0,0,0,0,6.7964884794,0,0,0,2.4875244216,13.578426491,0,0,0,0,3.2192313313,0,141.836514455,0,0,0,0,0,0,0,0,54.2656563114,0,0,0,0,32.486471198,0,3.8345216915,0,0,0,0,0,0,65.433421482,0,0,1.4039795025,1.2175571178,0,0,0,0,0,0,10.3232301024,0,0,18.825496118,0,0,0,0,1.5562023572,0,0,34.157073441,7.3136540159,0,6.1837989819,0,0,0
378.8109529791,600.3810120098,167.398134801,1434.904109205,311.533456495,103991.17692173,427.3935019744,16.765969748,65.9711521856,384.7672384649,68380.3387659727,818.6781214557,276.7664129816,830.6105566778,0,1497.423664308,2237.7121526288,1870.4535011598,3626.5683440949,2650.920255266,16331.0472911685,721.2299586513,168.215926992,215317.825927981,557.8775401345,326.7327188645,48609.8227298731,551.6725855825,522.41961573,6417.6972211271,55.7459259982,214.1903498473,0,0,157281.239451263,359.5872252962,439198.589463983,120.9661054144,24027.4763402871,258.8467102901,10.2375165388,4.2994926761,1138.5676969866,198.6023685053,89996.241340086,81961.444390036,21340.00078772,52912.2990581068,1110.4956250886,1519.1170602174,886.3900956791,11499.216138814,2127.258355396,234966.707199912,300.98987266,114482.693370962,637.5346694483,908.1630840499,11863.6937287327,477.1338139154,66041.93633097,834.659161391,0,8.0575117613,24775.174151985,52.362723578,1005.4501759727,77.2063631662,5272.904397915,13.4009483763,919.5367810776,3766.5146221665,740.4415364134,3505.8091508536,1297.2385308848,6.167554466,128.2499588834,118221.477582591,95.1843928066,2.4091231449,5.740758841,1711.546204522,2.8743132624,1695.1493732642,39.8060596,1.4815652454,113.21674959,558.9027110062,89452.072753027,25272.636421509,854.6965141926,6882.1013992563,63250.1507080745,28351.6723656511,97791.1298752198,7.7715378672,1.8295575646,1430.5030391483,153.7948391269,890.2715541045,5.8064187869,2207.72099247,394.304900982,13387.510950478,0,575.821559709,214804.133325817,56.1055295042,2.3616563552,76565.6524386785,146684.800887665,835.120225231,985.7471422302,1463.5144426506,1371.7726954128,84479.4058560359,2.0196530771,80975.9080342935,0,42603.7420850248,7245.6359303715,360801.412611307,92.636067343,68480.8568632475,833.8629201053,90.1260153849,763.2666391052,637.4355738083,987.9645271193,1701.4111790639
3838.4249859689,531370.451760568,25198.2790208065,52283.6154850218,1383.685084785,356022.007896911,6196.9392608791,272.8056051131,829.800558022,5817.1007252468,406086.192545762,120410.24462981,10342.2700099959,3835.1020333928,27.0512611777,104581.385220618,115103.503989178,87057.907349184,20845.4058294616,129769.814613204,396247.781742503,21314.830151883,35566.7096127838,636411.661256284,54267.8157916727,5199.0079909807,282300.833579962,17984.6890225263,9376.3590972277,290620.516453466,8712.1968165725,35198.2678386584,0,155353.773823359,0,10340.5851051408,2521302.04656291,3634.7951534928,234660.328859928,11357.6797801591,10409.6063162963,26.2489033732,102402.687432813,4240.0828869901,146396.568064694,234811.954116635,55063.9336885997,337649.669478559,6478.8166851558,39216.4089434134,11701.4447642891,409849.201801141,180979.749194288,2202622.13433579,2773.2165474037,124938.545810388,44012.3067486874,5662.5463566385,76874.1131713351,13960.337783188,77239.822926113,58220.336371292,9.1334076076,897.3331894918,22256.5454968398,526.4941169696,88429.5107664332,7286.6342152733,152363.390828305,8087.5683080627,154628.840632678,14450.4595986683,11085.2016707977,1622830.43127865,25042.9579645101,79.0001483281,716.2240660474,627072.822512756,183.847368157,89.9351876481,4518.4576656255,54221.8192651089,17.5584990999,40142.3971928222,1057.0293947487,82.5995470781,1524.3673397502,3943.1832340113,381608.537921158,724953.091332551,90436.2919093697,149848.815092316,147341.144500944,287319.728823264,346835.50111624,304.5471752928,64.507359893,143915.99047646,56246.0453740085,81773.1994916719,540.7837050711,170642.119000219,42462.8390819369,33285.679017826,0,89029.7522887549,2119609.6001017,542.382051002,73.3454524525,324416.846721068,583166.60463582,48691.7684683484,50615.3074421264,7348.596049351,28264.3560348413,202883.016328196,6730.9601681373,431536.540059129,19.0384950269,212484.598721382,322396.508080097,3352111.9479734,2348.3475982162,2255115.64839728,15202.4028943333,19348.5726065804,56949.8892139104,8172.7180743447,22270.5511463866,36489.4953548347
681.9008406355,969.7919821768,142.3306828735,134.699956615,93.6831844165,26309.8528986969,18763.577709641,1.4407043907,657.6940728837,12176.0902678066,591.5513735944,2757.440353502,594.9607344219,395.8407362961,2.7416998087,2432.3701495997,2249.3412199054,1811.193755571,3458.481798151,3372.988353683,717.4699089899,562.7797358605,88.5798542894,10298.8400581177,415.7893245489,96.9262691341,393.5562370722,451.6353491239,129.342043874,3776.3348420378,371.0328113821,1706.7332160155,0,346.4522981714,10503.5232103553,0,41712.1865467823,479.174092502,7042.7647181093,268.2434425561,208.4162709069,2.0955200582,404.9256243802,412.2578772689,712.1864638619,601.309954506,171.81844644,33944.6231445635,1427.5445169191,5496.2080586658,820.9428739224,617.1715934585,22501.155547048,4855.8000819553,82.87363554,689.2520354767,1202.446833085,11629.1481531562,3008.5965062459,717.714014068,30843.951102371,1117.113263306,2.9061494522,83.422515638,2973.3951798146,337.4183664302,1195.0606403801,209.86757116,967.0724714787,91.667771128,480.8632010118,829.766534283,357.1772393885,4097.6737547418,739.884095082,31.431690753,212.262487256,13240.7171188541,2.1208426753,7.0486956299,123.39022974,2407.0540166016,24.443168149,4869.7004928087,44.774825386,7.5292384148,75.4718394897,706.4744816054,16921.1126134533,611.7540006444,530.600960129,2094.45677213,634.3983179858,2449.6893748363,22400.0332957754,29.366689669,1.7613907559,1227.4006047852,274.1596532484,886.252783601,17.208678111,3097.350369004,269.855663697,267.8899651182,0,1601.8429800511,3676.3773184659,95.324165099,19.933016516,890.674274027,869.7178516404,1187.7958974793,308.4831244919,2275.898192938,1037.6882666786,1719.676083251,5.864800813,87453.2917397612,13.0582173602,106099.724501711,13501.4214994866,7025.6830607638,35.134075075,1486.7297825365,2395.255282738,83.1793791091,985.4278444552,712.715499787,341.8743123295,1722.5975296405
66631.4267257267,67461.3183702483,13788.7268862337,33906.0850512,2009.9312198472,1677879.94817285,25197.6808653466,346.4829359756,1317.8889359986,38248.1156048462,572127.370777639,34482.1279313289,7340.5683172822,72673.440246714,17.4853345878,108613.832682355,288262.980838712,56395.1851197766,29421.9490491864,46367.168896829,399917.449799389,30385.1699500709,1926.3281843124,833548.370906202,8248.5759586338,8467.5031037168,664706.716219984,29556.8915204683,6685.2019477851,569281.253752927,80881.4729672367,24530.3851651593,0,438476.854597978,2495037.29435104,39766.1779431434,0,21625.1795204598,1264109.27468423,12070.0808197989,748.862715189,59.2761855466,34158.0706776267,6572.2199929453,207645.272678583,706494.019899011,97764.1619118831,703539.979730114,9118.984370561,126439.308244939,42272.0177199732,427258.321128809,337556.272178311,3479199.1019685,3649.1543747012,181301.057872244,45925.3899697384,62224.3075913772,113948.572820508,37447.0609000505,382686.780093201,58742.0796959881,18.0791263321,599.660090342,105625.754057102,2047.1080688124,65587.8832270624,14118.6182119332,293536.868474223,1230.5865935711,153912.660786151,29638.622682113,41648.573578969,329639.283005813,15922.3950429128,3429.7962772449,1140.5061683817,951681.689532497,259.4445377744,129.9862599536,536.4369726368,155551.608945944,35.1989226913,42072.15850472,1062.6340773166,62.0752938791,1480.7813533221,4919.6508197821,1326070.33054105,434647.126276909,192686.871315436,92369.5117325719,169845.380050546,421554.831639848,1650789.88339082,576.4229535064,63.0639267357,216834.134880763,5386.5516831965,241481.263029683,419.5997226048,243763.929052165,33794.7055492392,44544.7006704109,0,142101.426853253,5044765.19481798,4555.7189188888,79.8369265678,842320.222097421,1107090.52170424,15030.3387182704,54337.1048087632,32186.2376496324,39594.8196367549,375837.853092387,490.9793562114,2484085.68960085,64.1072103584,645683.201959232,638063.333561283,5014970.73522374,1697.1117776987,2629138.60189145,42846.4886265964,10393.8435470978,35630.5326813997,15910.2818185434,23570.8242783993,43415.157821627
657.3757428634,2099.734918682,884.0444025596,4691.2583518572,254.4713141161,2497.5342286534,973.1639047015,41.851071817,938.7451834625,797.8954009929,655.3249885371,3663.032074379,1235.84487573,451.9984666431,136.19726692,6942.174735184,2851.8378306723,13344.9465633543,3447.1653279,1967.914063032,1600.7548821365,4717.744863968,566.5581006038,12093.2454594321,2753.9715412114,1387.2235092719,447.6259378033,1864.9079067272,3139.8498806972,37171.9684672812,348.2838939719,37610.85246889,0,159.4990578099,5509.6671265543,645.6121370479,29494.4205918744,0,3518.5180628205,2533.1936988076,1228.5162526304,34.401833521,5854.8865170919,1646.4458249877,653.0254709933,610.7593508043,221.4516448259,47669.9589584669,3309.0935274638,10230.407252777,1331.8162133778,640.0278764762,1544.320240858,34056.2297509154,1523.7123675686,774.3989649162,2390.3753203244,2215.6665358057,50358.43071466,3826.9399030118,819.853433116,3510.3823604582,39.402582727,22166.8724004071,1021.8892083351,18.655723422,2298.1134450885,379.8046457128,2533.0767982102,278.65064403,2387.6429670579,796.76035373,455.2576303261,18068.1402238813,7997.75235297,97.832746534,291.2529321419,7590.4443993478,10.8131971591,198.52932199,642.5900287748,65661.0220914044,29.214628433,7554.7661141761,361.14557658,21.8848391681,620.9662441426,763.717787579,2765.2394270813,1401.8194115525,851.703734515,3495.96456516,495.1276748576,3349.2645358949,5037.1880953541,556.32158725,3.192768043,3039.6511721249,34064.1442844965,1419.4940469176,15827.4686054526,2529.17952902,242.1109306883,208.5458407009,0,46839.494120087,6594.7101060421,358.9556789074,40.006148917,639.4433619463,696.8007707533,3702.9730862506,247.8609990118,932.22326738,3992.3284094158,3042.0027565805,39.2153655456,6357.0883574949,53.560744953,10840.2458740796,22860.914409611,75732.1768159543,90.015231338,17970.68673187,1475.1350741809,429.1695228951,658.0284369845,1453.352505274,9999.708209465,1894.185203138
36579.5955135883,5058.1983392814,509.8882046976,17395.5661806381,217.7734962012,186150.830298087,2066.7392815585,51.118159205,586.9560191271,1572.0841661061,67978.6604783143,9351.53495282,1393.394547411,2131.0697573901,3.1403451006,8516.0454856013,63410.7216279779,20004.0111620279,11873.392269727,12978.0127322496,50423.4710200063,2397.4102424082,352.0030814797,21436.3553267645,1308.5826093618,1291.2530608744,57476.066711291,3862.7287956045,1082.749768065,169602.446689399,11257.694625511,3090.9350478443,0,23881.7929463517,235840.154298996,6927.2050788497,1265734.2264648,1910.9704738198,0,1574.9256640114,189.321710589,11.4514413306,13055.4460119828,1644.6299673186,2256.8616024717,120836.337240654,1600.3945041496,55928.7156353768,3164.6728095766,5617.5210206179,21368.6345616536,16224.750362257,78996.0207489685,390346.503995896,1515.21590394,2096.0038859893,29442.9587834084,5069.7546112987,16780.354906108,6560.03781651,25742.938268677,47276.688099073,3.6747722846,109.3973319601,2684.193493781,198.313474723,3628.5095705933,706.6151785729,17478.3407288345,119.3047879556,2718.0025475896,4956.6399929906,2750.468292685,20043.9491287905,1152.6492677755,44.318938548,373.0759984471,115336.731099114,29.2134741443,19.9712174665,139.3572294352,14315.4931408188,5.910137919,15326.6348464964,103.9257689678,10.2694648409,149.284119384,622.4076375534,70300.8426832932,4316.3190065378,39895.2599924258,25766.7837827433,2128.0583470387,134355.425427448,109212.858616797,56.8974891195,4.6387201131,5034.1899126572,1386.3950253187,67570.2976281943,41.0637606494,49375.430710514,1162.179768179,11002.46579138,0,1925.7391389982,258304.64785475,473.605464764,6.7154285034,36557.4165806121,236819.659686983,7751.9242394197,994.3114495231,2317.490637062,8906.7359052973,43273.7091812026,82.4609001376,144947.447645594,16.1432831705,66795.6486009199,127765.870560784,447208.410262482,174.215886642,185211.184338544,12729.9059179554,336.7691298466,1800.432793385,9018.1420272536,8949.0290586326,8469.9940210704
113.72922872,162.7777895872,3230.856494441,825.0702696731,2421.0410765558,390.529650539,176.7346387869,1411.6657858,61.0597699623,170.65771304,755.1335792851,1.9127786334,107.2131559113,2.8641586512,0,9908.1705572783,216.6804343542,2.4572808392,0,13.1357972919,17301.742520642,4.4430979191,3100.579379126,10921.1258686381,5274.9016709649,145393.493065058,821.23102583,4642.625029337,81.7900276128,678.4762137807,79.252469414,276.02865238,2.9884618411,35.7440779828,5458.6582971388,171.99715801,8098.5798444751,2056.1093502487,1138.6337412807,0,24.062278046,4.3836720789,136.520712668,17974.3826483852,2548.9696634,37.169281693,376.49886245,7088.5147726713,108.3039930046,85.1923418043,7.872163962,2577.71292017,3105.0836537,6704.9963369481,35.865836231,4000.2821064978,1804.4876356544,363.4512110014,196.9533513799,8.1061976424,240.45710998,153.68979856,0,17.619817759,272.3354196559,3.4496221223,112.8994909602,96.381807125,199.26439015,9.9026210602,181023.381149047,2.3451342194,2.2324028631,676.964875163,11.6292564042,1.5448398301,82.516740789,2260.791021127,737.5682233813,46274.904453,16.170014213,2255.754034135,0,702.0003632754,169071.552029426,14.5662943768,3596.9682933692,408.6135472845,1262.3511430474,1344.14577846,556.7836739,17.9863584052,2085.7436335522,406.0228520044,2988.5534256793,7.9807047589,0,179.311444297,246.00451322,132.6742463692,13.76218258,1419.1927466,58.022176078,57.400596697,0,960.6023645407,4747.0647927064,53.680048881,4.2535752282,726.0923567609,1482.12740577,388.52993784,1547.76967732,66.4970897321,68.3408643892,2607.5079024,2.7079309999,868.253135966,0,278.0261145947,2509.955121902,11311.6531144611,25.42152123,674039.458368917,295.158997662,5549.2032234613,264.3147753247,3.3554951021,7.1725532692,4.2822926375
19.182783989,806.5277572072,93.7741474316,977.998758969,1.8294367577,284.3145191315,397.5830640937,0,9.7576000884,292.4229276428,255.305922228,1664.50619853,30.35586558,15.103823269,0,610.9340898082,284.8305512686,925.4389625626,33.919107755,2567.744101968,236.2928280632,473.832146917,153.39812889,1643.784928475,238.4292821467,32.592721032,30.3288549,108.5872638102,8.6132533414,2547.2663040034,84.282182674,918.5494720686,0,10.7107932351,16687.7835210639,244.9155678151,828.1294372813,1035.8557636811,247.2207665243,13.828508902,0,0,77.570655265,11.436153418,95.461511051,50.240334232,33.294971091,1861.819804404,19.9456357019,83.8874135223,29.4677625438,115.877378622,354.0158623909,1346.2951319847,6.6642773169,101.33718453,233.7934877353,68.047492335,1528.2964325085,68.466455602,267.2098895583,480.9512890283,0,879.6581057404,126.6270558491,1.1586956956,203.1185764993,43.085451304,256.8171810133,24.6991387057,245.5088737702,56.695676907,138.5820154286,39773.9895750358,158.94092336,0,10.269548976,29.0426549785,0,0,50.7549763541,875.3855441962,0,876.6408993264,5.1381057422,0,5.0398918449,288.9881146767,316.2939232908,332.6418894573,84.157769584,2046.1217816564,52.93524632,295.548596071,587.0886864812,1.4744601294,0,844.3685732048,27913.1306859408,214.01192769,1.5159932688,1188.226941849,6.8879333345,65.024493042,0,393.0965186869,1115.1112913947,4.5136632867,0,96.8684728859,81.805624812,383.8462941131,202.5417421132,168.183364164,110.5237970997,613.3762738469,3.1118885471,970.7439083026,0,595.3124372308,457.7909479246,1638.9242334921,5.7407289251,262.2457269785,536.239610185,96.539826574,267.60561949,187.2039064,104.4976052933,158.94092336
1.1059069722,3.3544909813,11.5016518641,12.32121614,0,59.143909726,2.0750068071,6.8147496199,0,1.6808717609,4.2574500816,7.1988507414,6.3488469417,0,0,78.4556734836,2.4237134122,19.946213975,1.2494635636,6.8361016166,1480.399598574,3.3940414282,30.52318555,239.2797381879,87.6365615506,65.161954123,7.3122982521,163.8268607747,11.815927485,93.678222037,0,3.8983158969,0,4.2397322564,29.7236632676,1.6278751209,69.5874446826,28.768038258,14.109055639,2.2745945707,0,0,127.05284006,18.732456995,24.907598317,4.8720159868,8.4689845723,164.9402727187,0,1.7750111455,1.4471077891,31.808059553,75.736590377,47.0028129261,37.898388224,16.562631897,16.045151384,2.6158600179,28.6816654318,4.0578646173,27.193299514,1.110625267,0,0,1.2810292741,0,5.3856745027,0,1.3814588937,0,132.9285745913,4.5304177318,1.3122056133,90.3845958445,8.0837021142,0,0,4.5781776203,0,0,0,15.2416778365,0,100.4747613285,21.737107909,0,39.300291215,25.752588278,13.2584511327,11.5220557408,8.125673164,41.466147157,14.571155648,1.1135575511,33.361266409,0,0,32.936904055,32.59949618,0,0,61.660911724,0,0,0,15.908628231,43.5128980855,0,0,3.1297964713,7.9116322301,4.1877482917,4.6910729346,10.9121295362,3.4795183177,28.141675584,0,23.08078656,0,112.5268103742,43.809519567,81.1636801958,0,1360.0016012499,3.7499995259,29.657243499,0,9.1568266417,3.932172588,22.094277865
