"country","dose_per_1000"
"Albania",8.76607682872216e-13
"Algeria",1.12093826931087e-07
"Argentina",1.6447116470607e-07
"Armenia",8.68539420431957e-13
"Australia",1.09944095386359e-08
"Austria",1.17405705117388e-10
"Azerbaijan",1.86317597604048e-10
"Bahamas",9.80110283929447e-17
"Bangladesh",6.02185641095741e-05
"Belarus",1.7516593231394e-10
"Belgium",3.83135246650044e-10
"Benin",2.85773591664942e-10
"Bolivia",3.04343098182857e-10
"Botswana",2.48574357153354e-13
"Brazil",0.000181391760279145
"Bulgaria",4.99250905887981e-11
"Burkina_Faso",3.21600371015396e-09
"Cambodia",1.60448797809651e-09
"Cameroon",9.12599392355729e-09
"Canada",7.03429584575266e-08
"Cape_Verde",4.13854845277303e-16
"Chile",2.94712817673031e-09
"China",1
"Colombia",2.63914201570531e-07
"Costa_Rica",8.23030006008805e-12
"Croatia",4.6545466245185e-12
"Denmark",1.75483911218435e-11
"Dominican_Republic",2.79983247607335e-10
"Ecuador",1.91701615843662e-09
"Egypt",5.2605354543905e-06
"Estonia",2.40847138722841e-14
"Ethiopia",6.98380385101446e-06
"Fiji",4.19969207008374e-15
"Finland",1.48525575535067e-11
"France",9.73399236916848e-07
"Georgia",3.40605624383446e-12
"Germany",2.82986823674652e-06
"Ghana",2.13531696701572e-08
"Greece",3.72559004146874e-10
"Guatemala",1.9754055289012e-09
"Guinea",5.22176384375646e-10
"Guyana",2.15399223136736e-15
"Haiti",3.02559427978579e-10
"Honduras",1.35575043196165e-10
"Hungary",2.01325877946527e-10
"Iceland",4.785070414187e-17
"India",0.746250496096822
"Indonesia",0.000501292295259262
"Iran",2.48189308873871e-06
"Iraq",7.18164615161812e-08
"Ireland",7.43046451044005e-12
"Israel",8.43908334996422e-11
"Italy",6.79255757222318e-07
"Jamaica",8.09851821977366e-13
"Japan",2.13127124508925e-05
"Jordan",1.49586316883698e-10
"Kazakhstan",2.93743463834487e-09
"Kenya",2.40328134981697e-07
"Kyrgyzstan",2.01271219298933e-11
"Latvia",1.56443832891879e-13
"Lebanon",1.99118240054673e-11
"Lesotho",2.31815397662184e-13
"Liberia",6.10986923574121e-12
"Lithuania",8.8881924677134e-13
"Malaysia",3.46866131983349e-08
"Maldives",1.38633718264226e-16
"Malta",1.54195806945099e-16
"Mauritania",4.39343020698387e-12
"Mexico",1.97948255397484e-05
"Mongolia",9.51875961647742e-13
"Montenegro",8.65752990436614e-16
"Morocco",6.07925933485499e-08
"Mozambique",2.28851816723561e-08
"Namibia",3.78951986406044e-13
"Nepal",2.53539518836343e-08
"Netherlands",2.37933274717886e-09
"New_Zealand",6.84460322627951e-12
"Nicaragua",2.37019716681691e-11
"Niger",4.91043315318703e-09
"Nigeria",0.000101881029693594
"Oman",4.47916860329936e-12
"Pakistan",0.000124333863246546
"Panama",3.47248636088036e-12
"Paraguay",3.51590889030549e-11
"Peru",3.81352838461529e-08
"Philippines",7.58276038676145e-06
"Poland",9.31501016202763e-08
"Portugal",2.6705775416301e-10
"Qatar",4.19936477287504e-13
"Republic_of_Congo",9.78084861729791e-12
"Republic_of_Korea",3.27356657305021e-07
"Romania",4.88826085395044e-09
"Russia",3.61148816365271e-05
"Rwanda",4.38212054175094e-10
"Sao_Tome_and_Principe",4.58910426074741e-18
"Saudi_Arabia",3.91296801327854e-08
"Senegal",1.36768894826396e-09
"Serbia",1.282452052289e-10
"Sierra_Leone",5.18309513514171e-11
"Singapore",1.55097542664154e-11
"Slovakia",1.43354512504051e-11
"Slovenia",1.87567270363189e-13
"Solomon_Islands",6.38920847612005e-16
"South_Africa",4.8811325882348e-07
"Spain",2.21728886515198e-07
"Sri_Lanka",5.88523050135531e-09
"Suriname",4.88470897841701e-16
"Sweden",1.99480556847706e-10
"Switzerland",9.70801797605678e-11
"Syrian_Arab_Republic",3.74556417032742e-09
"Tajikistan",1.09696944370941e-10
"Tanzania",4.34509969297308e-07
"Thailand",1.29325977888583e-06
"Tunisia",3.81001548433918e-10
"Turkey",2.33227402010536e-06
"Uganda",1.1558918022231e-07
"Ukraine",1.86690541640206e-07
"United_Arab_Emirates",1.49219194032187e-10
"United_Kingdom",1.03892888499523e-06
"Uruguay",1.80525418231562e-12
"USA",0.00131618471188269
"Uzbekistan",3.59906436736943e-08
"Venezuela",3.69360546128064e-08
"Vietnam",5.20873434515289e-06
"Yemen",1.91259467311053e-08
"Zambia",1.89414590123259e-09
"Zimbabwe",1.72856421697202e-09
