"country","dose_per_1000"
"Albania",1.9164327135778e-11
"Algeria",6.6351446750514e-07
"Argentina",9.32948286665245e-07
"Armenia",1.90074576153991e-11
"Australia",8.42337513582007e-08
"Austria",1.48955679747917e-09
"Azerbaijan",2.24562264151332e-09
"Bahamas",5.88873721452467e-15
"Bangladesh",0.000177275712938015
"Belarus",2.12574318537306e-09
"Belgium",4.2623226039728e-09
"Benin",3.28446079904383e-09
"Bolivia",3.47350171525213e-09
"Botswana",6.25116810096188e-12
"Brazil",0.000472418303689467
"Bulgaria",6.96546475693609e-10
"Burkina_Faso",2.82454199740056e-08
"Cambodia",1.5223738112891e-08
"Cameroon",7.13809589390005e-08
"Canada",4.38504337032547e-07
"Cape_Verde",2.11878627175039e-14
"Chile",2.61362681639877e-08
"China",1
"Colombia",1.42040222174601e-06
"Costa_Rica",1.4029304781769e-10
"Croatia",8.45282971352126e-11
"Denmark",2.74993259858684e-10
"Dominican_Republic",3.22523838078037e-09
"Ecuador",1.78329384170486e-08
"Egypt",2.03040268713827e-05
"Estonia",7.85021091982079e-13
"Ethiopia",2.61198510572226e-05
"Fiji",1.66202568747162e-13
"Finland",2.37101575093346e-10
"France",4.53167408303016e-06
"Georgia",6.40392235902372e-11
"Germany",1.17013679278349e-05
"Ghana",1.51965258071298e-07
"Greece",4.15757466090936e-09
"Guatemala",1.83149428934866e-08
"Guinea",5.61268757460022e-09
"Guyana",9.18086652399273e-14
"Haiti",3.45540049784256e-09
"Honduras",1.69279443853773e-09
"Hungary",2.40571452504886e-09
"Iceland",3.11339392564877e-15
"India",0.770918668318062
"Indonesia",0.00116613164790052
"Iran",1.04132177701981e-05
"Iraq",4.46659825219228e-07
"Ireland",1.28106081134441e-10
"Israel",1.11069751739168e-09
"Italy",3.29126580997067e-06
"Jamaica",1.78614230340239e-11
"Japan",7.041721863188e-05
"Jordan",1.84744088380654e-09
"Kazakhstan",2.60598399320036e-08
"Kenya",1.30698550157799e-06
"Kyrgyzstan",3.10634994911015e-10
"Latvia",4.14197534124228e-12
"Lebanon",3.07679603114996e-10
"Lesotho",5.87510130243938e-12
"Liberia",1.07653553367918e-10
"Lithuania",1.94014495196345e-11
"Malaysia",2.33901387302614e-07
"Maldives",8.01462932907601e-15
"Malta",8.80954321440005e-15
"Mauritania",8.02997934494283e-11
"Mexico",6.59412305729976e-05
"Mongolia",2.06202370124492e-11
"Montenegro",4.08335265692552e-14
"Morocco",3.85163425311931e-07
"Mozambique",1.61619131388499e-07
"Namibia",9.09371837565771e-12
"Nepal",1.77027439676374e-07
"Netherlands",2.1608609855783e-08
"New_Zealand",1.19087214127673e-10
"Nicaragua",3.59222869296568e-10
"Niger",4.11461034840338e-08
"Nigeria",0.000282903624572092
"Oman",8.16912376529766e-11
"Pakistan",0.000337694460094428
"Panama",6.51482433399468e-11
"Paraguay",5.1002209261622e-10
"Peru",2.54462614526737e-07
"Philippines",2.81018820597461e-05
"Poland",5.62840298773971e-07
"Portugal",3.09254285527358e-09
"Qatar",9.9628920091806e-12
"Republic_of_Congo",1.63556584615692e-10
"Republic_of_Korea",1.72018192481459e-06
"Romania",4.09809163446962e-08
"Russia",0.000112532150541976
"Rwanda",4.8028295404476e-09
"Sao_Tome_and_Principe",3.8743834391071e-16
"Saudi_Arabia",2.60352141074437e-07
"Senegal",1.32092339903213e-08
"Serbia",1.61119341128504e-09
"Sierra_Leone",7.20132820722962e-10
"Singapore",2.4640460222097e-10
"Slovakia",2.29749486558692e-10
"Slovenia",4.86688089899147e-12
"Solomon_Islands",3.11695634134116e-14
"South_Africa",2.45355666848984e-06
"Spain",1.21667716315884e-06
"Sri_Lanka",4.83319371301103e-08
"Suriname",2.45515457065871e-14
"Sweden",2.38610415630887e-09
"Switzerland",1.25797386753483e-09
"Syrian_Arab_Republic",3.23439535006617e-08
"Tajikistan",1.40229563623312e-09
"Tanzania",2.21252742408934e-06
"Thailand",5.8336840947236e-06
"Tunisia",4.24121644008206e-09
"Turkey",9.85330313686e-06
"Uganda",6.8187405060189e-07
"Ukraine",1.04418005090839e-06
"United_Arab_Emirates",1.84341003190894e-09
"United_Kingdom",4.80186137944756e-06
"Uruguay",3.64223053457221e-11
"USA",0.00275038029839982
"Uzbekistan",2.41701673143218e-07
"Venezuela",2.47337141106481e-07
"Vietnam",2.01262082838049e-05
"Yemen",1.37790854301161e-07
"Zambia",1.76437020114787e-08
"Zimbabwe",1.62658220356749e-08
