"country","dose_per_1000"
"Albania",0.157103918785241
"Algeria",0.344063640112005
"Argentina",0.35297123774545
"Armenia",0.157007103713062
"Australia",0.294721256917267
"Austria",0.217760587764328
"Azerbaijan",0.224569234390008
"Bahamas",0.0856547916591061
"Bangladesh",0.523177060042495
"Belarus",0.223647119853132
"Belgium",0.23562614273735
"Benin",0.231065340208822
"Bolivia",0.232037172026348
"Botswana",0.144443195706969
"Brazil",0.563085707073078
"Bulgaria",0.205693826524378
"Burkina_Faso",0.271532052686741
"Cambodia",0.259232290892814
"Cameroon",0.291084230631491
"Canada",0.333540090287867
"Cape_Verde",0.0942880244298923
"Chile",0.269956176429496
"China",1
"Colombia",0.36427624462198
"Costa_Rica",0.182401208434772
"Croatia",0.175600261777613
"Denmark",0.191844412004396
"Dominican_Republic",0.230750226742209
"Ecuador",0.262326230222784
"Egypt",0.444701570772093
"Estonia",0.123627788193673
"Ethiopia",0.453182157025027
"Fiji",0.11003930275158
"Finland",0.189723043511485
"France",0.397392256325353
"Georgia",0.171982181859089
"Germany",0.426695190406261
"Ghana",0.308056816746181
"Greece",0.235186833152951
"Guatemala",0.262851474543019
"Guinea",0.240540281632032
"Guyana",0.105248587368568
"Haiti",0.231946262776566
"Honduras",0.219859540901789
"Hungary",0.225732092156378
"Iceland",0.0816568374013837
"India",0.980676214996625
"Indonesia",0.602568006041609
"Iran",0.422979063492621
"Iraq",0.334001384364706
"Ireland",0.18116226044993
"Israel",0.213019658975955
"Italy",0.387973642181506
"Jamaica",0.156276510120277
"Japan",0.488175427258554
"Jordan",0.221305797540267
"Kazakhstan",0.269896890335785
"Kenya",0.36200978352067
"Kyrgyzstan",0.193605984932207
"Latvia",0.14005240248062
"Lebanon",0.193467225271316
"Lesotho",0.143772608380482
"Liberia",0.178814250915825
"Lithuania",0.157248880897533
"Malaysia",0.318183357195466
"Maldives",0.0876579395505971
"Malta",0.0882818660144218
"Mauritania",0.17492568453692
"Mexico",0.485776809932407
"Mongolia",0.157969056395584
"Montenegro",0.0990435655981296
"Morocco",0.330311259534514
"Mozambique",0.309483113696656
"Namibia",0.148561273127687
"Nepal",0.311604014442809
"Netherlands",0.266131947543343
"New_Zealand",0.180173072717069
"Nicaragua",0.1957277025154
"Niger",0.279302391004542
"Nigeria",0.54184227790571
"Oman",0.175151217573881
"Pakistan",0.54908464025878
"Panama",0.172203789093584
"Paraguay",0.200941284518278
"Peru",0.320200347483953
"Philippines",0.455674950956713
"Poland",0.339843438214048
"Portugal",0.230024279739377
"Qatar",0.149581852247184
"Republic_of_Congo",0.184512206524787
"Republic_of_Korea",0.369545636403163
"Romania",0.279218136883147
"Russia",0.505645034057234
"Rwanda",0.237745490441833
"Sao_Tome_and_Principe",0.0698417632156231
"Saudi_Arabia",0.320750311278685
"Senegal",0.256487274409663
"Serbia",0.219046377704185
"Sierra_Leone",0.206208206680277
"Singapore",0.190271464596579
"Slovakia",0.189275364502725
"Slovenia",0.141756768318109
"Solomon_Islands",0.09705765718582
"South_Africa",0.379520034635605
"Spain",0.360071005713932
"Sri_Lanka",0.28269463411926
"Suriname",0.0953357775444387
"Sweden",0.225593563672911
"Switzerland",0.215018274048247
"Syrian_Arab_Republic",0.274305479298493
"Tajikistan",0.216776883672174
"Tanzania",0.376588149668547
"Thailand",0.404991322604109
"Tunisia",0.235538433693288
"Turkey",0.421229363964701
"Uganda",0.34476868487265
"Ukraine",0.355965701610806
"United_Arab_Emirates",0.221269546623909
"United_Kingdom",0.399122049822397
"Uruguay",0.164855164602097
"USA",0.642620323066905
"Uzbekistan",0.318967161974501
"Venezuela",0.319519008777136
"Vietnam",0.444408285427743
"Yemen",0.305802850601962
"Zambia",0.262116420520691
"Zimbabwe",0.260522778445882
