"country","dose_per_1000"
"Albania",9.15946656659897e-09
"Algeria",2.32481178025742e-05
"Argentina",3.00187897178972e-05
"Armenia",9.10317775282255e-09
"Australia",4.94441148849562e-06
"Austria",2.39768872361507e-07
"Azerbaijan",3.26213991187554e-07
"Bahamas",2.12577174730496e-11
"Bangladesh",0.00153633855850821
"Belarus",3.13063976019244e-07
"Belgium",5.27514908319057e-07
"Benin",4.3385845174238e-07
"Bolivia",4.52455256667316e-07
"Botswana",3.95340114120357e-09
"Brazil",0.00320438755879721
"Bulgaria",1.35585290008606e-07
"Burkina_Faso",2.17876819727597e-06
"Cambodia",1.37053767444993e-06
"Cameroon",4.36703611498108e-06
"Canada",1.70404249084907e-05
"Cape_Verde",5.55348192577332e-11
"Chile",2.05557195163359e-06
"China",1
"Colombia",4.11441890863092e-05
"Costa_Rica",4.07640300124167e-08
"Croatia",2.78773565671645e-08
"Denmark",6.75291894580977e-08
"Dominican_Republic",4.27977920769683e-07
"Ecuador",1.5431821186714e-06
"Egypt",0.000302473014524739
"Estonia",8.33990289817971e-10
"Ethiopia",0.000365365908730294
"Fiji",2.60302475800761e-10
"Finland",6.04227975831962e-08
"France",9.82186591455008e-05
"Georgia",2.26378169263779e-08
"Germany",0.000200067928903599
"Ghana",7.69676512772679e-06
"Greece",5.17761844442463e-07
"Guatemala",1.57436046982185e-06
"Guinea",6.48452473507788e-07
"Guyana",1.667872142932e-10
"Haiti",4.50685715815563e-07
"Honduras",2.63908372020525e-07
"Hungary",3.43505003803606e-07
"Iceland",1.31803078865308e-11
"India",0.822728272692886
"Indonesia",0.0063104551790535
"Iran",0.000183311078733393
"Iraq",1.72775703003154e-05
"Ireland",3.80782788130141e-08
"Israel",1.92396359829408e-07
"Italy",7.72720116838786e-05
"Jamaica",8.68834469352348e-09
"Japan",0.000768704016628847
"Jordan",2.81791515499876e-07
"Kazakhstan",2.05106209128828e-06
"Kenya",3.86547685723599e-05
"Kyrgyzstan",7.39925142890948e-08
"Latvia",2.90339170546932e-09
"Lebanon",7.34639084361886e-08
"Lesotho",3.77364914825085e-09
"Liberia",3.34211413351176e-08
"Lithuania",9.24433411356257e-09
"Malaysia",1.06359086417988e-05
"Maldives",2.67862909018415e-11
"Malta",2.87551106244628e-11
"Mauritania",2.68247585229224e-08
"Mexico",0.000731758516543393
"Mongolia",9.67654319558779e-09
"Montenegro",9.08369757794904e-11
"Morocco",1.5460864721435e-05
"Mozambique",8.06064094479109e-06
"Namibia",5.23668107527894e-09
"Nepal",8.63039039027237e-06
"Netherlands",1.7822561470194e-06
"New_Zealand",3.60494673164829e-08
"Nicaragua",8.25131150724294e-08
"Niger",2.88899330573434e-06
"Nigeria",0.00218136772820879
"Oman",2.71726257255001e-08
"Pakistan",0.00249111026919944
"Panama",2.29312132136464e-08
"Paraguay",1.07322737464309e-07
"Peru",1.13296890049933e-05
"Philippines",0.000385968227142682
"Poland",2.05489146676049e-05
"Portugal",4.14702635108465e-07
"Qatar",5.60775546361546e-09
"Republic_of_Congo",4.57352465670687e-08
"Republic_of_Korea",4.74985973483377e-05
"Romania",2.88029021382073e-06
"Russia",0.00109259061033238
"Rwanda",5.76929677563368e-07
"Sao_Tome_and_Principe",2.76154388854712e-12
"Saudi_Arabia",1.15257943179985e-05
"Senegal",1.23213480351636e-06
"Serbia",2.54308430705472e-07
"Sierra_Leone",1.39014292441865e-07
"Singapore",6.21922990128563e-08
"Slovakia",5.90120785912122e-08
"Slovenia",3.27671024358417e-09
"Solomon_Islands",7.41819148311328e-11
"South_Africa",6.1993630410441e-05
"Spain",3.66337618123763e-05
"Sri_Lanka",3.2596851306817e-06
"Suriname",6.20239084031242e-11
"Sweden",3.41402775848426e-07
"Switzerland",2.11229083436096e-07
"Syrian_Arab_Republic",2.41181964318526e-06
"Tajikistan",2.29155184277824e-07
"Tanzania",5.7367575626357e-05
"Thailand",0.000118701766103988
"Tunisia",5.2555458240832e-07
"Turkey",0.000175867821134065
"Uganda",2.37289282111921e-05
"Ukraine",3.26649158569685e-05
"United_Arab_Emirates",2.8133026802138e-07
"United_Kingdom",0.000102578705461539
"Uruguay",1.48260538504746e-08
"USA",0.0120100429717006
"Uzbekistan",1.09008344114668e-05
"Venezuela",1.10909054374208e-05
"Vietnam",0.00030048408319279
"Yemen",7.15179890747125e-06
"Zambia",1.53088400580051e-06
"Zimbabwe",1.44031343681795e-06
