"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"c1",22.9299286868425,6.44483730417753,7.85951358141834,4.21186839281904,9.04408593892468,71.9035571249936,14.7707205260274,8.209720115456,6.37673273133683,6.36625093053459,18.606901591157,5.0724559280061,2.00780600274638,1.70528037666254,2.54788200911212,8.2014442127708
"c2",22.9299286868425,6.44483730417753,7.85951358141834,4.21186839281904,9.04408593892468,71.9035571249936,14.7707205260274,8.209720115456,6.37673273133683,6.36625093053459,18.606901591157,5.0724559280061,2.00780600274638,1.70528037666254,2.54788200911212,8.2014442127708
