Location,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
138,0,5,0,0,0,106,0,0,0,0,3840,0,48,15,58446,4537,10,0,0,0,3,0,78,0,0,0,0,0,0,0,929,0,915,0,2,0,0,50,21726,22,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78133,0,0,0,0,0,895,0,0,8253,0,2335,101,0,0,5107,0,37939,0,0,0,8705,0,0,0,0,0,0,3979,0,0,0,36572,254,0,0,0,0,0,188,0,0,0,0,125,0,195,0,0,0,0,0,0,0,189,22,0,109,0,0,0,2040,0,0,0,0,6,0,1246,423,0,0,0,0,149,1755,134,0,0,0,0,0,0,126444,0,0,0,0,23201,0,0,0,0,0,897,0,0,0,0,0,0,0,2,184,20589,0,0,0,8,0,0,0,0,0,0,116,0,0,14706,0,0,0,0,0,0,0,0,0,0
139,0,8427,1818,0,0,2180,589,0,2297,41874,54643,0,2180,2657,19212,2287,510,386,0,3915,4127,0,915,7379,0,8531,81936,165231,0,0,22408,14719,121050,0,500,0,0,21464,180891,20576,0,0,0,30615,0,0,33548,26302,0,0,0,220,49960,11123,279765,1273,0,267,0,6372,0,2230,93000,6244000,0,726,0,18920,4054,0,0,0,756940,0,403,0,0,15781,0,425,685,0,0,4715,78700,187000,19644,71605,141202,0,0,151000,0,48413,1927042,7541,34487,0,18278,7171,0,0,21875,0,6589,684,11315,19903,7357,2925,0,1718,0,0,0,14246,0,0,0,90802,5595,0,36920,0,0,0,6051,75864,0,125,0,3255,8,128093,0,1548,14382,10900,0,146393,0,25536,4633,0,11244,0,195000,0,10287,0,0,4537,0,822,27031,18527,355000,0,0,0,527,79951,87866,3356,0,459,123,0,34701,0,95123,0,0,1377,0,89252,0,0,0,128097,2479928,13180,0,88380,17554,0,0,12627,12126,77,16945,193541,0,0,0,3141,95307,1132797,402,0,0,7136,30305,0,1818249,607802,4827,0,0,17651,35400,1259,0,1591,0,14722
140,0,0,0,0,0,0,122,0,0,21992,0,0,0,222,1,0,1769,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,1128,0,2,0,0,0,7,47,0,0,0,0,0,0,84,0,0,0,0,117,4183,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,1911,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,20,0,0,1976,0,0,0,0,1,0,0,0,0,0,652,0,0,533,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,0,65516,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,45817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1605,0,0,9648,0,0,0,0,0,0,0
142,0,1147,98,0,0,271,0,0,20,0,1113313,0,380,612,8032,1418,384,10,0,0,15,0,180,0,0,2021,9315,3252,0,0,14130,0,46450,0,284,0,0,9466,105184,1021,0,0,0,0,0,0,1684,654,0,0,0,0,0,1794,12014,123,0,26,0,544,0,100018,2000,0,0,6545,0,0,202,0,0,0,0,0,66,0,0,1347,0,0,0,0,0,330,86200,0,0,29261,36291,0,0,23000,0,3156,96763,344,33682,0,4228,628,0,284,24435,0,2926,255,4364,1968,1309,0,0,0,0,0,0,16770,0,0,0,56117,1184,0,0,105,0,0,1240,0,358,2,0,928,0,3960,0,691,0,2275,0,0,7727,0,478,0,2536,0,0,0,1615,0,0,980,5399,113,5302,10672,7733,0,0,0,0,2834,6250,385,0,0,0,51533,64,0,1510,0,0,112,0,119726,0,0,0,19945,0,2148,0,0,0,0,0,1647,9111,13,2227,97894,852,0,22835,193,0,17497,33,0,140,922,1007,0,208819,145325,1812,0,13916,411,20800,0,0,0,3356,6335
143,0,8,0,0,0,18,0,0,55,0,63,0,1,82,19,1,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,896,0,208,0,0,788,0,1611,0,0,0,455412,0,0,1858,0,0,0,0,0,0,831,98,96956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,47171,0,0,2,0,0,121583,0,0,0,97,0,0,0,0,0,154,0,90,0,0,0,0,0,0,135,0,7,0,0,0,21,0,0,0,0,0,0,14,0,0,0,1155,2,0,0,0,0,0,5,0,0,0,0,0,0,39,0,0,0,0,0,0,0,27,0,0,520,0,0,0,10,0,0,15996,0,183,0,0,185,0,0,0,0,45,319,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,43,0,0,0,0,0,0,0,0,0,45171,0,0,0,743,0,0,0,0,0,0
144,0,0,984,0,0,72,0,0,0,0,21,0,3,0,136,12,0,0,0,0,5240,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,5090,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,338,0,0,0,0,0,357,0,0,0,0,0,4,0,0,27,0,118,0,0,0,126,0,0,0,0,0,0,230,0,0,0,156,0,0,0,0,0,0,2,0,0,0,0,7,0,4025,0,0,0,0,0,0,0,19,0,0,1224399,0,0,0,27,0,0,0,0,0,0,0,21,0,0,0,0,24,17,109,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,2205,0,0,0,0,958,0,209,173,2924,97,423,34,0,0,21150,0,0,0,0,522,2759,407,0,0,999,0,5952,0,11,811,0,84,43515,152,0,0,0,0,0,0,0,0,0,0,0,0,0,94,40636,0,0,0,0,9744,0,0,0,0,0,0,0,0,71,0,0,0,0,0,228,0,0,0,0,2120,1345,0,0,19,0,0,0,13997,0,0,0,0,0,34300,0,0,1413,0,353,203,0,0,3471,0,1168,0,0,273,2037,106,0,0,0,0,0,1514,0,0,0,12720,77,0,0,0,0,0,203,0,0,0,0,24,0,873,0,0,0,113,0,0,0,206,9,0,0,0,0,0,1462,0,0,0,0,11,0,777,2391,0,0,0,0,918,2027,1120,0,0,0,0,0,445,10065,13987,0,286,0,0,0,0,0,43489,0,0,0,0,3424,0,0,0,0,0,1819,0,0,0,0,332,0,0,0,0,0,0,1888,0,150023,72669,0,0,0,269,0,0,0,0,0,3776
146,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,4294,846,0,0,2282,511,0,890,593,17353,0,2300,1358,3982,954,877,302,0,0,639,0,109,0,0,1336,31429,87362,0,0,7875,0,23147,0,225,0,0,7081,49449,2032,0,0,0,4081,0,0,9974,63470,0,0,0,42,2207,2201,66577,270,0,0,0,2824,0,1626,187000,0,0,272,0,5324,942,0,0,0,277303,0,370,0,0,3076,0,39,9,0,0,1114,0,0,36925,22369,16468,0,0,0,0,13449,324067,1061,10848,0,4752,826,0,0,12323,0,2187,380,2909,80309,3498,0,0,0,0,0,0,2613,0,0,0,21516,2596,0,16489,0,0,0,3764,0,0,46,0,787,0,11399,0,0,0,3960,0,854,0,3908,1375,0,26524,0,0,0,13954,0,0,0,0,350,6188,14963,145000,0,0,0,0,11978,56878,802,0,0,149,0,2080,0,1037,0,0,658,0,34547,0,0,0,20537,952720,1620,0,0,894,0,0,4556,0,15,7411,124600,0,0,0,1268,18036,242399,22,0,0,3528,8892,0,688161,213983,2180,0,0,2977,15200,0,0,0,0,0
148,0,0,0,0,0,6,0,0,0,0,2701,0,48,7,46705,330,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1285,0,2,0,0,11,3423,4,0,0,0,0,0,0,26,0,0,0,0,0,0,2,23318,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34042,0,0,0,0,0,2,0,0,0,0,19722,79,0,0,435,0,16645,0,0,0,4012,0,0,0,0,0,0,89,0,0,0,17472,158,0,0,0,0,0,112,0,0,0,0,5,0,4409,0,0,0,0,0,0,0,698,0,0,0,0,0,0,7555,0,0,0,0,0,0,0,53,0,0,0,0,65,421,488,0,0,0,0,0,0,125552,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,13650,0,0,5747,0,0,0,0,11,1375,5749,0,0,0,0,0,0,0,4771,0,0,0,0,0,0,0,50232,0,0
149,0,42,0,0,0,573,0,0,250,0,5244,0,2738,25,195799,12224,60,25,0,0,17,0,1,0,0,151,0,488,0,0,577,0,14847,0,8,0,0,264,72854,99,0,0,0,0,0,0,867,0,0,0,0,0,0,179,15168,0,0,0,0,635,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,18,3,0,0,28,0,0,0,85529,7273,0,5771,0,0,22,25175,19,7328,0,10768,2561,0,0,9690,0,214427,1699,0,0,2491,0,0,0,0,0,0,3323,0,0,0,68538,1191,0,0,0,0,0,873,0,0,0,0,107,0,2068,0,0,0,3248,0,0,0,576,86,0,57724,0,0,0,0,0,0,0,0,27,668,2405,2204,0,0,0,0,1875,4037,1465,0,0,0,0,253,0,817550,0,0,120,0,25962,0,0,0,0,0,7702,0,0,2437,0,0,11505,0,356,1732,49169,0,0,0,110,0,30757,1,0,0,2609,1224,0,102477,35738,0,0,0,0,0,0,0,4957,0,1288
150,0,0,0,0,0,0,0,0,0,0,233,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,52,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,53,0,0,0,3,0,0,0,0,0,0,34,1,22951,124,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4146,32,0,0,0,0,0,0,71,0,0,0,0,0,0,2,68353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,43,0,0,0,770,0,0,0,0,0,0,0,0,0,0,266845,91,0,0,148,0,7170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,2,0,0,0,0,3,0,1090,0,0,0,0,0,0,0,23,8,0,0,0,0,0,367,0,0,0,0,3,0,0,0,0,0,0,0,503,822,0,0,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92751,0,0,41,0,0,0,0,0,1922,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,2609,0,0
152,0,0,0,0,0,21,0,0,0,0,139,0,7,546,109,6,462,6,0,0,0,0,0,0,0,0,8148,0,0,0,0,0,2865,0,148,0,0,3450,5627,28379,0,0,0,72855,0,0,7784,0,0,0,0,0,8656,4504,247,11912,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,25,0,0,12454,0,0,0,0,0,9122,0,0,0,793,0,0,0,0,0,1765,5020,1181,0,0,0,6,0,0,389,0,53,0,0,0,411,0,0,0,0,0,0,718,0,0,0,791,34,0,0,0,0,0,0,0,0,0,0,5,0,81,0,0,0,0,0,0,0,141,14924,0,0,0,0,0,242,0,0,0,0,352,7344,0,314,0,0,0,0,89,13406,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,102832,0,0,0,4688,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,38751,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,63,0,0,0,0,0,6,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,1203,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1653,1,0,0,0,0,0,19,0,0,0,0,2,0,2020,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,62,0,391217,0,0,303,0,35,194,5,2,9,1,0,0,0,0,0,16821,0,0,217709,0,0,0,0,0,1169,0,3,0,0,22876,1142,1754,0,0,0,636,0,0,369,0,0,0,0,0,0,884,173,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,162,0,0,0,242,0,0,0,0,0,308,0,17,0,0,0,0,0,0,326,0,7,0,0,0,473,0,0,0,0,0,0,65,0,0,0,3362,12,0,0,0,0,0,11,0,0,0,0,3,0,97,0,0,0,0,0,0,0,76,164,0,1719,0,0,0,8,0,0,1662,0,0,2775,0,221,0,0,0,0,101,117,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12062,27708,0,0,795,0,0,0,0,0,0
155,0,66,0,0,0,223,0,0,260,1181,2378,0,47,800,312,53,106,5,0,0,0,0,7,127317,0,0,93693,0,0,0,388,0,9460,0,132,0,0,252573,10537,66313,0,0,0,7692,0,0,9598,0,0,0,0,0,16049,147420,2413,3292,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,14,0,0,4819,0,36,12,0,0,1118,0,0,0,1261,0,0,0,0,0,2146,20213,482,2370,0,0,38,0,0,1525,0,89,0,0,0,176,0,0,0,0,0,0,1201,0,0,0,1736,64,0,0,0,0,0,124,0,0,2,0,18,0,1105,0,0,0,0,0,652,0,397,1960,0,1592,0,0,0,86,0,0,23251,0,3577,0,446,1207,0,0,0,0,644,4908,36,0,0,0,0,39,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,325,0,0,5,0,0,0,335,0,0,162883,12396,0,0,26720,0,0,0,0,0,0
156,0,207,0,0,0,7043,0,0,140,0,46898,0,1505,347,225562,2306,514,5,0,0,22,0,72,0,0,0,0,0,0,0,39294,0,61758,0,134,0,0,3911,795255,1153,0,0,0,0,0,0,10567,0,0,0,0,0,0,2202,64191,0,0,47,0,835,0,0,0,0,0,202,0,0,4465,0,0,0,0,0,0,0,10902,0,0,18,12,0,0,329,451500,0,0,17222,195675,0,0,0,0,8970,15769,441,82177,0,22641,2541,0,0,276710,0,117812,0,12647,1343,28042,0,0,0,0,0,0,283259,0,0,0,397884,871,0,0,285,0,0,1437,0,2168,0,0,510,0,6317,0,1595,0,1749,0,0,0,9230,2075,0,30250,1780,0,0,3575,949,0,0,7661,34,2528,0,3313,0,0,0,0,18130,92801,268,0,0,0,0,601,0,73981,0,0,177,0,435098,0,0,0,4510,0,1520,0,0,669,0,0,0,87936,20,965,221506,1566,0,0,586,0,21962,0,0,0,0,288,0,0,179820,0,0,0,0,45800,0,0,1875,0,0
157,0,14427,0,0,0,1772,0,0,1340,0,10517,0,1830,674,1940,99,485,2832,0,0,0,0,233,0,0,466,18665,257713,0,0,5630,0,34354,0,68,0,0,4921,60958,1221,0,0,0,2208,0,0,21730,20358,0,0,0,0,5436,1783,598928,572,0,0,0,0,0,0,40000,481000,0,0,0,210,4479,0,0,0,270039,0,125,0,0,2256,0,24,10,0,0,349,0,537000,0,23517,0,0,0,287000,0,86900,986576,1326,10265,0,16288,6011,0,0,11054,0,1810,1014,0,207524,3694,0,0,1640,0,0,0,4570,0,0,0,11745,3325,0,7079,0,0,0,3278,0,0,140,0,1338,0,36596,0,0,0,2722,0,0,0,2693,356,0,26828,0,202000,0,1035,0,0,0,0,223,8169,2249,0,0,0,0,0,276525,779826,407,0,0,0,0,68382,0,6768,0,0,898,0,13654,0,0,0,10041,0,0,0,0,0,0,0,3540,0,106,2250,0,0,0,0,277,207531,386212,4,0,0,0,5242980,0,1491797,146887,0,0,0,4991,0,0,0,236,0,0
158,0,581,4967,0,0,53658,121,0,750,316,4388,0,867,531,1167,169,228,22,0,0,630,0,91,0,0,578,222558,11536,0,0,2284,0,20955,0,78,0,0,5294,43917,2094,0,0,0,2799,0,0,25542,855,0,0,0,21,32178,1405,15878,232,0,0,0,0,0,0,20000,883000,0,470,0,0,210,0,0,0,24678,0,42,0,0,968,0,86,2245,0,0,270,0,0,0,15415,11368,0,0,0,0,11616,210496,9649,10280,0,4540,495,0,0,3830,0,1043,0,0,7067,1309,0,0,0,0,0,0,13100,0,0,0,14482,4150,0,6680,0,0,0,1863,37751,0,32,0,260,0,47055,31406,0,5965,818,0,502,0,1084,321,0,16685,0,0,0,622,0,0,0,0,344,3264,990,70000,0,0,0,1480,15671,17969,135,0,0,0,0,814,4835,484,0,0,356,0,8516,0,0,0,31762,2224304,0,0,0,6800,0,0,0,0,6,1259,0,3725,0,0,91,41697,28165,2,0,0,0,3959,0,274519,89158,2896,0,0,19466,0,0,0,0,0,8461
159,0,0,0,0,0,2,955,0,0,1660,570,0,0,227,0,0,1218,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,1517,0,83,0,0,44,7,135,0,0,0,83,0,0,50,0,0,0,0,187,97592,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,1693,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,845,0,264,20,0,0,0,0,0,3,0,0,20372,0,2,0,0,2,0,0,0,0,0,10,0,0,613,0,0,62,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,16764,0,0,0,0
160,0,0,0,0,0,3,0,0,110,0,3032,0,89,44,167457,146,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3563,0,8,0,0,5,2086,3,0,0,0,0,0,0,58,0,0,0,0,0,0,1,24451,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2934,1155,0,0,0,0,20,0,0,0,0,13692,107,0,0,345,0,29236,0,0,255,14093,0,0,0,0,0,0,138,0,0,0,7808,313,0,0,0,0,0,52,0,0,0,0,134,0,2882,0,0,0,0,0,0,0,957,1,0,0,0,0,0,523,0,0,0,0,1,0,0,94,0,0,0,0,199,171,0,0,0,0,0,0,0,808072,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,18001,0,0,64,0,0,0,0,43,1212,4781,4,0,0,0,0,0,0,10759,0,0,0,0,0,0,0,2899,0,0
161,0,0,0,0,0,0,0,0,0,0,3391,0,52,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1799,0,0,0,0,0,0,3,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52501,0,277,0,0,0,0,0,0,96174,0,0,0,0,4,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0
162,0,6086,0,0,0,786,0,0,850,0,1579,0,885,261,2309,77,150,66,0,0,0,0,12,0,0,0,0,1769194,0,0,569,0,17784,0,43,0,0,1247,32168,659,0,0,0,0,0,0,3416,20346,0,0,0,0,565,643,50459,0,0,0,0,0,0,0,6000,0,0,0,0,0,1782,0,0,0,327261,0,26,0,0,223,0,98,7,0,0,86,0,718000,0,4689,0,0,0,0,0,37322,663014,0,3698,0,3732,2483,0,0,6618,0,2392,0,0,3451,3157,0,0,0,0,0,0,2028,0,0,0,3002,1225,0,7721,0,0,0,996,0,0,1070,0,62,0,9372,0,0,0,0,0,0,0,1082,227,0,45798,0,0,0,550,0,0,0,0,50,0,0,120000,0,0,0,0,0,15593,90,0,0,0,0,5839,0,882,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,5328,0,3,556,0,0,0,0,91,31490,446376,2,0,0,0,1440466,0,0,49968,0,0,0,929,0,0,0,222,0,0
163,0,7331,0,0,0,2477,0,0,0,247,12903,0,630860,414,3967,744,1116,50444,0,0,0,0,245,0,0,1515,13850,296918,0,0,16927,14609,24422,0,87,0,0,3918,3123415,2103,0,0,0,2940,0,0,40621,180926,0,0,0,0,39734,141,1825312,0,0,0,0,933,0,0,2331000,0,0,805,0,0,114459,0,0,0,309071,0,138,0,122,958,0,612,348,0,0,331,0,0,0,91095,45229,0,0,0,0,205584,397221,1881,66270,0,24833,1105981,0,0,136342,0,7466,193998,3206,356888,8333,0,0,0,0,0,0,4332,0,0,0,26308,48978,0,23412,0,0,0,6873,0,0,1793,0,109975,0,16220,0,1726,1935,3968,0,0,0,4009,521,0,25148,6814,64000,0,1581,637,0,0,514,311,5560,10959,1290000,0,0,0,0,62648,0,402,0,0,0,0,103983,0,73645,0,0,6569,0,0,0,0,0,11945,509032,15831,0,0,0,0,0,32468,0,22103,2224,324120,0,0,0,81,160518,2850393,80,0,0,716,7638222,0,207740,143156,0,0,0,1731,49000,0,0,1095,0,0
164,0,0,0,0,0,112,0,0,0,0,45,0,10,18,1,0,3,0,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,394,0,0,190,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,426,0,0,0,0,2994,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,651,0,0,0,0,0,200,0,0,0,0,0,0,0,0,106,0,3,0,0,0,22,0,0,0,0,0,0,18,0,0,0,847,0,0,0,0,0,0,68,0,0,0,0,10,0,155,0,0,0,0,0,0,0,20,2,0,277,0,0,0,90,0,0,0,0,1,0,0,40,0,0,0,0,8,50,0,0,0,0,0,0,0,14,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14394,0,0,0,0,1,0,0,0,0,0,181339,244,0,0,1752,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,4150,0,0,0,38,0,0,124,2,0,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,27,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1068,0,0,0,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,846,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1255,0,0,0,0,0,0,0,0,0,11045,0,0,0,0,0,3326,0,0,0,0
166,0,20,0,0,0,0,2831,0,0,0,25,0,0,238,20,0,10539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381,0,115,0,0,20,0,40,0,0,0,0,0,0,567,0,0,0,0,2081,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,27,0,1712,0,0,0,1,0,0,26,0,4,0,0,0,3,0,0,0,0,0,0,2,0,0,0,220,2,0,0,0,6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,51,0,0,0,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5071,0,0,0,0,0,0,0,0,0,13814,0,0,0,373,0,799,0,0,0,0
